input,output
A.	“계열회사”란 [BLANK]에 관한 법률에 규정된 의미를 가집니다.,독점규제와 공정거래
"B.	“비밀정보”란 (i) 본 확약서 체결 전후를 [BLANK]하고 매각주체, 대상회사, 본건 거래와 관련하여 당사 및 당사의 대리인들에게 공개되는 모든 정보(제공주체, 제공된 형식, 비밀정보에 대한 표시 여부를 불문함), (ii) 매각주체가 본건 거래의 진행을 고려하고 있는 사실, 본건 거래의 진행 여부, 일정, 구조, 상황, 조건, 당사가 본건 거래와 관련하여 검토, 평가, 논의 또는 참여하고 있다는 사실 또는 매각주체와 그러한 논의가 이루어지고 있다는 내용, (iii) 본 확약서의 존재 및 그 조건, 또는 (iv) 당사 또는 당사의 대리인들이 위 (i) 내지 (iii)의 비밀정보를 이용하여 작성한 평가, 의견, 분석, 편집물, 연구, 요약, 사본 또는 기타 문서들을 의미합니다. 단, 다음의 정보는 당사가 그러한 점을 합리적으로 입증하는 한 비밀정보에 포함되지 않습니다. (x) 당사 또는 그 대리인들이 매각주체, 대상회사 또는 그 대리인들이 아닌 매각주체, 대상회사 또는 그 대리인들에게 비밀유지의무를 부담하지 않는 제3자로부터 비밀유지의무를 부담하지 않고 수령한 정보, (y) 매각주체, 대상회사 또는 그 대리인들에 의해 공개되기 전에 제3자에 대한 비밀 유지의 의무 없이 이미 당사 또는 당사의 대리인들이 보유하고 있던 정보, 또는 (z) 당사 또는 그 대리인들이 본 확약서를 위반에 따라 공개된 경우를 제외하고 본 확약서에 따른 제공 이전에 공지의 사실이 된 정보",불문
"B.	“비밀정보”란 (i) 본 확약서 체결 전후를 불문하고 매각주체, 대상회사, 본건 거래와 관련하여 당사 및 당사의 대리인들에게 공개되는 모든 정보([BLANK], 비밀정보에 대한 표시 여부를 불문함), (ii) 매각주체가 본건 거래의 진행을 고려하고 있는 사실, 본건 거래의 진행 여부, 일정, 구조, 상황, 조건, 당사가 본건 거래와 관련하여 검토, 평가, 논의 또는 참여하고 있다는 사실 또는 매각주체와 그러한 논의가 이루어지고 있다는 내용, (iii) 본 확약서의 존재 및 그 조건, 또는 (iv) 당사 또는 당사의 대리인들이 위 (i) 내지 (iii)의 비밀정보를 이용하여 작성한 평가, 의견, 분석, 편집물, 연구, 요약, 사본 또는 기타 문서들을 의미합니다. 단, 다음의 정보는 당사가 그러한 점을 합리적으로 입증하는 한 비밀정보에 포함되지 않습니다. (x) 당사 또는 그 대리인들이 매각주체, 대상회사 또는 그 대리인들이 아닌 매각주체, 대상회사 또는 그 대리인들에게 비밀유지의무를 부담하지 않는 제3자로부터 비밀유지의무를 부담하지 않고 수령한 정보, (y) 매각주체, 대상회사 또는 그 대리인들에 의해 공개되기 전에 제3자에 대한 비밀 유지의 의무 없이 이미 당사 또는 당사의 대리인들이 보유하고 있던 정보, 또는 (z) 당사 또는 그 대리인들이 본 확약서를 위반에 따라 공개된 경우를 제외하고 본 확약서에 따른 제공 이전에 공지의 사실이 된 정보","제공주체, 제공된 형식"
"B.	“비밀정보”란 (i) 본 확약서 체결 전후를 불문하고 매각주체, 대상회사, 본건 거래와 관련하여 당사 및 당사의 대리인들에게 공개되는 모든 정보(제공주체, 제공된 형식, 비밀정보에 대한 표시 여부를 [BLANK]함), (ii) 매각주체가 본건 거래의 진행을 고려하고 있는 사실, 본건 거래의 진행 여부, 일정, 구조, 상황, 조건, 당사가 본건 거래와 관련하여 검토, 평가, 논의 또는 참여하고 있다는 사실 또는 매각주체와 그러한 논의가 이루어지고 있다는 내용, (iii) 본 확약서의 존재 및 그 조건, 또는 (iv) 당사 또는 당사의 대리인들이 위 (i) 내지 (iii)의 비밀정보를 이용하여 작성한 평가, 의견, 분석, 편집물, 연구, 요약, 사본 또는 기타 문서들을 의미합니다. 단, 다음의 정보는 당사가 그러한 점을 합리적으로 입증하는 한 비밀정보에 포함되지 않습니다. (x) 당사 또는 그 대리인들이 매각주체, 대상회사 또는 그 대리인들이 아닌 매각주체, 대상회사 또는 그 대리인들에게 비밀유지의무를 부담하지 않는 제3자로부터 비밀유지의무를 부담하지 않고 수령한 정보, (y) 매각주체, 대상회사 또는 그 대리인들에 의해 공개되기 전에 제3자에 대한 비밀 유지의 의무 없이 이미 당사 또는 당사의 대리인들이 보유하고 있던 정보, 또는 (z) 당사 또는 그 대리인들이 본 확약서를 위반에 따라 공개된 경우를 제외하고 본 확약서에 따른 제공 이전에 공지의 사실이 된 정보",불문
"B.	“비밀정보”란 (i) 본 확약서 체결 전후를 불문하고 매각주체, 대상회사, 본건 거래와 관련하여 당사 및 당사의 대리인들에게 공개되는 모든 정보(제공주체, 제공된 형식, 비밀정보에 대한 표시 여부를 불문함), (ii) 매각주체가 본건 거래의 [BLANK]는 사실, 본건 거래의 진행 여부, 일정, 구조, 상황, 조건, 당사가 본건 거래와 관련하여 검토, 평가, 논의 또는 참여하고 있다는 사실 또는 매각주체와 그러한 논의가 이루어지고 있다는 내용, (iii) 본 확약서의 존재 및 그 조건, 또는 (iv) 당사 또는 당사의 대리인들이 위 (i) 내지 (iii)의 비밀정보를 이용하여 작성한 평가, 의견, 분석, 편집물, 연구, 요약, 사본 또는 기타 문서들을 의미합니다. 단, 다음의 정보는 당사가 그러한 점을 합리적으로 입증하는 한 비밀정보에 포함되지 않습니다. (x) 당사 또는 그 대리인들이 매각주체, 대상회사 또는 그 대리인들이 아닌 매각주체, 대상회사 또는 그 대리인들에게 비밀유지의무를 부담하지 않는 제3자로부터 비밀유지의무를 부담하지 않고 수령한 정보, (y) 매각주체, 대상회사 또는 그 대리인들에 의해 공개되기 전에 제3자에 대한 비밀 유지의 의무 없이 이미 당사 또는 당사의 대리인들이 보유하고 있던 정보, 또는 (z) 당사 또는 그 대리인들이 본 확약서를 위반에 따라 공개된 경우를 제외하고 본 확약서에 따른 제공 이전에 공지의 사실이 된 정보",진행을 고려하고 있
"B.	“비밀정보”란 (i) 본 확약서 체결 전후를 불문하고 매각주체, 대상회사, 본건 거래와 관련하여 당사 및 당사의 대리인들에게 공개되는 모든 정보(제공주체, 제공된 형식, 비밀정보에 대한 표시 여부를 불문함), (ii) 매각주체가 본건 거래의 진행을 고려하고 있는 사실, 본건 거래의 [BLANK], 당사가 본건 거래와 관련하여 검토, 평가, 논의 또는 참여하고 있다는 사실 또는 매각주체와 그러한 논의가 이루어지고 있다는 내용, (iii) 본 확약서의 존재 및 그 조건, 또는 (iv) 당사 또는 당사의 대리인들이 위 (i) 내지 (iii)의 비밀정보를 이용하여 작성한 평가, 의견, 분석, 편집물, 연구, 요약, 사본 또는 기타 문서들을 의미합니다. 단, 다음의 정보는 당사가 그러한 점을 합리적으로 입증하는 한 비밀정보에 포함되지 않습니다. (x) 당사 또는 그 대리인들이 매각주체, 대상회사 또는 그 대리인들이 아닌 매각주체, 대상회사 또는 그 대리인들에게 비밀유지의무를 부담하지 않는 제3자로부터 비밀유지의무를 부담하지 않고 수령한 정보, (y) 매각주체, 대상회사 또는 그 대리인들에 의해 공개되기 전에 제3자에 대한 비밀 유지의 의무 없이 이미 당사 또는 당사의 대리인들이 보유하고 있던 정보, 또는 (z) 당사 또는 그 대리인들이 본 확약서를 위반에 따라 공개된 경우를 제외하고 본 확약서에 따른 제공 이전에 공지의 사실이 된 정보","진행 여부, 일정, 구조, 상황, 조건"
"B.	“비밀정보”란 (i) 본 확약서 체결 전후를 불문하고 매각주체, 대상회사, 본건 거래와 관련하여 당사 및 당사의 대리인들에게 공개되는 모든 정보(제공주체, 제공된 형식, 비밀정보에 대한 표시 여부를 불문함), (ii) 매각주체가 본건 거래의 진행을 고려하고 있는 사실, 본건 거래의 진행 여부, 일정, 구조, 상황, 조건, 당사가 본건 거래와 관련하여 [BLANK]는 사실 또는 매각주체와 그러한 논의가 이루어지고 있다는 내용, (iii) 본 확약서의 존재 및 그 조건, 또는 (iv) 당사 또는 당사의 대리인들이 위 (i) 내지 (iii)의 비밀정보를 이용하여 작성한 평가, 의견, 분석, 편집물, 연구, 요약, 사본 또는 기타 문서들을 의미합니다. 단, 다음의 정보는 당사가 그러한 점을 합리적으로 입증하는 한 비밀정보에 포함되지 않습니다. (x) 당사 또는 그 대리인들이 매각주체, 대상회사 또는 그 대리인들이 아닌 매각주체, 대상회사 또는 그 대리인들에게 비밀유지의무를 부담하지 않는 제3자로부터 비밀유지의무를 부담하지 않고 수령한 정보, (y) 매각주체, 대상회사 또는 그 대리인들에 의해 공개되기 전에 제3자에 대한 비밀 유지의 의무 없이 이미 당사 또는 당사의 대리인들이 보유하고 있던 정보, 또는 (z) 당사 또는 그 대리인들이 본 확약서를 위반에 따라 공개된 경우를 제외하고 본 확약서에 따른 제공 이전에 공지의 사실이 된 정보","검토, 평가, 논의 또는 참여하고 있다"
"B.	“비밀정보”란 (i) 본 확약서 체결 전후를 불문하고 매각주체, 대상회사, 본건 거래와 관련하여 당사 및 당사의 대리인들에게 공개되는 모든 정보(제공주체, 제공된 형식, 비밀정보에 대한 표시 여부를 불문함), (ii) 매각주체가 본건 거래의 진행을 고려하고 있는 사실, 본건 거래의 진행 여부, 일정, 구조, 상황, 조건, 당사가 본건 거래와 관련하여 검토, 평가, 논의 또는 참여하고 있다는 사실 또는 [BLANK]는 내용, (iii) 본 확약서의 존재 및 그 조건, 또는 (iv) 당사 또는 당사의 대리인들이 위 (i) 내지 (iii)의 비밀정보를 이용하여 작성한 평가, 의견, 분석, 편집물, 연구, 요약, 사본 또는 기타 문서들을 의미합니다. 단, 다음의 정보는 당사가 그러한 점을 합리적으로 입증하는 한 비밀정보에 포함되지 않습니다. (x) 당사 또는 그 대리인들이 매각주체, 대상회사 또는 그 대리인들이 아닌 매각주체, 대상회사 또는 그 대리인들에게 비밀유지의무를 부담하지 않는 제3자로부터 비밀유지의무를 부담하지 않고 수령한 정보, (y) 매각주체, 대상회사 또는 그 대리인들에 의해 공개되기 전에 제3자에 대한 비밀 유지의 의무 없이 이미 당사 또는 당사의 대리인들이 보유하고 있던 정보, 또는 (z) 당사 또는 그 대리인들이 본 확약서를 위반에 따라 공개된 경우를 제외하고 본 확약서에 따른 제공 이전에 공지의 사실이 된 정보",매각주체와 그러한 논의가 이루어지고 있다
"B.	“비밀정보”란 (i) 본 확약서 체결 전후를 불문하고 매각주체, 대상회사, 본건 거래와 관련하여 당사 및 당사의 대리인들에게 공개되는 모든 정보(제공주체, 제공된 형식, 비밀정보에 대한 표시 여부를 불문함), (ii) 매각주체가 본건 거래의 진행을 고려하고 있는 사실, 본건 거래의 진행 여부, 일정, 구조, 상황, 조건, 당사가 본건 거래와 관련하여 검토, 평가, 논의 또는 참여하고 있다는 사실 또는 매각주체와 그러한 논의가 이루어지고 있다는 내용, (iii) 본 확약서의 존재 및 그 조건, 또는 (iv) 당사 또는 당사의 대리인들이 위 (i) 내지 (iii)의 비밀정보를 이용하여 작성한 평가, 의견, 분석, 편집물, 연구, 요약, 사본 또는 기타 문서들을 의미합니다. 단, 다음의 정보는 당사가 그러한 점을 합리적으로 입증하는 한 비밀정보에 포함되지 않습니다. (x) 당사 또는 그 대리인들이 매각주체, 대상회사 또는 그 대리인들이 아닌 매각주체, 대상회사 또는 그 대리인들에게 비밀유지의무를 부담하지 않는 제3자로부터 [BLANK]고 수령한 정보, (y) 매각주체, 대상회사 또는 그 대리인들에 의해 공개되기 전에 제3자에 대한 비밀 유지의 의무 없이 이미 당사 또는 당사의 대리인들이 보유하고 있던 정보, 또는 (z) 당사 또는 그 대리인들이 본 확약서를 위반에 따라 공개된 경우를 제외하고 본 확약서에 따른 제공 이전에 공지의 사실이 된 정보",비밀유지의무를 부담하지 않
"B.	“비밀정보”란 (i) 본 확약서 체결 전후를 불문하고 매각주체, 대상회사, 본건 거래와 관련하여 당사 및 당사의 대리인들에게 공개되는 모든 정보(제공주체, 제공된 형식, 비밀정보에 대한 표시 여부를 불문함), (ii) 매각주체가 본건 거래의 진행을 고려하고 있는 사실, 본건 거래의 진행 여부, 일정, 구조, 상황, 조건, 당사가 본건 거래와 관련하여 검토, 평가, 논의 또는 참여하고 있다는 사실 또는 매각주체와 그러한 논의가 이루어지고 있다는 내용, (iii) 본 확약서의 존재 및 그 조건, 또는 (iv) 당사 또는 당사의 대리인들이 위 (i) 내지 (iii)의 비밀정보를 이용하여 작성한 평가, 의견, 분석, 편집물, 연구, 요약, 사본 또는 기타 문서들을 의미합니다. 단, 다음의 정보는 당사가 그러한 점을 합리적으로 입증하는 한 비밀정보에 포함되지 않습니다. (x) 당사 또는 그 대리인들이 매각주체, 대상회사 또는 그 대리인들이 아닌 매각주체, 대상회사 또는 그 대리인들에게 비밀유지의무를 부담하지 않는 제3자로부터 비밀유지의무를 부담하지 않고 수령한 정보, (y) 매각주체, 대상회사 또는 그 대리인들에 의해 공개되기 전에 제3자에 대한 비밀 유지의 의무 없이 [BLANK]하고 있던 정보, 또는 (z) 당사 또는 그 대리인들이 본 확약서를 위반에 따라 공개된 경우를 제외하고 본 확약서에 따른 제공 이전에 공지의 사실이 된 정보",이미 당사 또는 당사의 대리인들이 보유
"B.	“비밀정보”란 (i) 본 확약서 체결 전후를 불문하고 매각주체, 대상회사, 본건 거래와 관련하여 당사 및 당사의 대리인들에게 공개되는 모든 정보(제공주체, 제공된 형식, 비밀정보에 대한 표시 여부를 불문함), (ii) 매각주체가 본건 거래의 진행을 고려하고 있는 사실, 본건 거래의 진행 여부, 일정, 구조, 상황, 조건, 당사가 본건 거래와 관련하여 검토, 평가, 논의 또는 참여하고 있다는 사실 또는 매각주체와 그러한 논의가 이루어지고 있다는 내용, (iii) 본 확약서의 존재 및 그 조건, 또는 (iv) 당사 또는 당사의 대리인들이 위 (i) 내지 (iii)의 비밀정보를 이용하여 작성한 평가, 의견, 분석, 편집물, 연구, 요약, 사본 또는 기타 문서들을 의미합니다. 단, 다음의 정보는 당사가 그러한 점을 합리적으로 입증하는 한 비밀정보에 포함되지 않습니다. (x) 당사 또는 그 대리인들이 매각주체, 대상회사 또는 그 대리인들이 아닌 매각주체, 대상회사 또는 그 대리인들에게 비밀유지의무를 부담하지 않는 제3자로부터 비밀유지의무를 부담하지 않고 수령한 정보, (y) 매각주체, 대상회사 또는 그 대리인들에 의해 공개되기 전에 제3자에 대한 비밀 유지의 의무 없이 이미 당사 또는 당사의 대리인들이 보유하고 있던 정보, 또는 (z) 당사 또는 그 대리인들이 본 확약서를 위반에 따라 공개된 경우를 제외하고 [BLANK] 이전에 공지의 사실이 된 정보",본 확약서에 따른 제공
